league_key,season,draft_id,overall_order,nomination_number,player_name,sleeper_player_id,position,winning_roster_id,winning_manager_id,winning_manager_name,winning_price,record_type,modeled_market_value,app_do_not_exceed,notes,source_row
bishop_sycamore,2025,1256493132464260096,1,1,Jonathan Taylor,6813,RB,9,Bishop_Pete,LIGMA,72,keeper,,,,2
bishop_sycamore,2025,1256493132464260096,2,2,Aaron Jones,4199,RB,10,Bishop_Brandon,Lol Fuck This Sport,41,keeper,,,,3
bishop_sycamore,2025,1256493132464260096,3,3,Jahmyr Gibbs,9221,RB,9,Bishop_Pete,LIGMA,21,keeper,,,,4
bishop_sycamore,2025,1256493132464260096,4,4,Christian McCaffrey,4034,RB,10,Bishop_Brandon,Lol Fuck This Sport,51,keeper,,,,5
bishop_sycamore,2025,1256493132464260096,5,5,Rome Odunze,11620,WR,9,Bishop_Pete,LIGMA,11,keeper,,,,6
bishop_sycamore,2025,1256493132464260096,6,6,Nico Collins,7569,WR,9,Bishop_Pete,LIGMA,25,keeper,,,,7
bishop_sycamore,2025,1256493132464260096,7,7,Isiah Pacheco,8205,RB,6,Bishop_Jaylen,The Fighting Jaylen’s,31,keeper,,,,8
bishop_sycamore,2025,1256493132464260096,8,8,Zach Charbonnet,9753,RB,6,Bishop_Jaylen,The Fighting Jaylen’s,21,keeper,,,,9
bishop_sycamore,2025,1256493132464260096,9,9,Ladd McConkey,11635,WR,9,Bishop_Pete,LIGMA,35,keeper,,,,10
bishop_sycamore,2025,1256493132464260096,10,10,Travis Etienne,7543,RB,6,Bishop_Jaylen,The Fighting Jaylen’s,21,keeper,,,,11
bishop_sycamore,2025,1256493132464260096,11,11,CeeDee Lamb,6786,WR,9,Bishop_Pete,LIGMA,82,keeper,,,,12
bishop_sycamore,2025,1256493132464260096,12,12,Tee Higgins,6801,WR,6,Bishop_Jaylen,The Fighting Jaylen’s,51,keeper,,,,13
bishop_sycamore,2025,1256493132464260096,13,13,Adonai Mitchell,11625,WR,2,Bishop_Troy,Redneck cop,11,keeper,,,,14
bishop_sycamore,2025,1256493132464260096,14,14,Marvin Harrison,11628,WR,2,Bishop_Troy,Redneck cop,11,keeper,,,,15
bishop_sycamore,2025,1256493132464260096,15,15,Chris Olave,8144,WR,6,Bishop_Jaylen,The Fighting Jaylen’s,31,keeper,,,,16
bishop_sycamore,2025,1256493132464260096,17,17,Ricky Pearsall,11638,WR,6,Bishop_Jaylen,The Fighting Jaylen’s,22,keeper,,,,18
bishop_sycamore,2025,1256493132464260096,18,18,Justin Jefferson,6794,WR,2,Bishop_Troy,Redneck cop,66,keeper,,,,19
bishop_sycamore,2025,1256493132464260096,19,19,Nick Chubb,4988,RB,7,Bishop_Ernest,No knees and a dream,51,keeper,,,,20
bishop_sycamore,2025,1256493132464260096,20,20,Derrick Henry,3198,RB,7,Bishop_Ernest,No knees and a dream,51,keeper,,,,21
bishop_sycamore,2025,1256493132464260096,21,21,Garrett Wilson,8146,WR,7,Bishop_Ernest,No knees and a dream,31,keeper,,,,22
bishop_sycamore,2025,1256493132464260096,22,22,Lamar Jackson,4881,QB,4,Bishop_Seth,Protostars,66,keeper,,,,23
bishop_sycamore,2025,1256493132464260096,23,23,Jayden Reed,10222,WR,7,Bishop_Ernest,No knees and a dream,21,keeper,,,,24
bishop_sycamore,2025,1256493132464260096,25,25,Tony Pollard,5967,RB,4,Bishop_Seth,Protostars,66,keeper,,,,26
bishop_sycamore,2025,1256493132464260096,26,26,Malik Nabers,11632,WR,7,Bishop_Ernest,No knees and a dream,11,keeper,,,,27
bishop_sycamore,2025,1256493132464260096,28,28,Tyreek Hill,3321,WR,7,Bishop_Ernest,No knees and a dream,51,keeper,,,,29
bishop_sycamore,2025,1256493132464260096,30,30,Chuba Hubbard,7594,RB,4,Bishop_Seth,Protostars,31,keeper,,,,31
bishop_sycamore,2025,1256493132464260096,31,31,Puka Nacua,9493,WR,4,Bishop_Seth,Protostars,21,keeper,,,,32
bishop_sycamore,2025,1256493132464260096,33,33,Jayden Daniels,11566,QB,1,Bishop_Derek,Super Ja’MARRio Bros,26,keeper,,,,34
bishop_sycamore,2025,1256493132464260096,34,34,Amon-Ra St. Brown,7547,WR,4,Bishop_Seth,Protostars,41,keeper,,,,35
bishop_sycamore,2025,1256493132464260096,35,35,De'Von Achane,9226,RB,1,Bishop_Derek,Super Ja’MARRio Bros,21,keeper,,,,36
bishop_sycamore,2025,1256493132464260096,36,36,Breece Hall,8155,RB,4,Bishop_Seth,Protostars,31,keeper,,,,37
bishop_sycamore,2025,1256493132464260096,37,37,Jaxon Smith-Njigba,9488,WR,1,Bishop_Derek,Super Ja’MARRio Bros,21,keeper,,,,38
bishop_sycamore,2025,1256493132464260096,38,38,Kyren Williams,8150,RB,1,Bishop_Derek,Super Ja’MARRio Bros,21,keeper,,,,39
bishop_sycamore,2025,1256493132464260096,39,39,James Conner,4137,RB,3,Bishop_Fritz,Time to Throw a Dart-y,46,keeper,,,,40
bishop_sycamore,2025,1256493132464260096,40,40,Ja'Marr Chase,7564,WR,1,Bishop_Derek,Super Ja’MARRio Bros,41,keeper,,,,41
bishop_sycamore,2025,1256493132464260096,41,41,Trey McBride,8130,TE,1,Bishop_Derek,Super Ja’MARRio Bros,21,keeper,,,,42
bishop_sycamore,2025,1256493132464260096,42,42,James Cook,8138,RB,3,Bishop_Fritz,Time to Throw a Dart-y,106,keeper,,,,43
bishop_sycamore,2025,1256493132464260096,43,43,Xavier Worthy,11624,WR,3,Bishop_Fritz,Time to Throw a Dart-y,11,keeper,,,,44
bishop_sycamore,2025,1256493132464260096,44,44,Josh Allen,4984,QB,8,Bishop_Ryan,mrhyde02,74,keeper,,,,45
bishop_sycamore,2025,1256493132464260096,45,45,Josh Jacobs,5850,RB,8,Bishop_Ryan,mrhyde02,51,keeper,,,,46
bishop_sycamore,2025,1256493132464260096,46,46,Mike Evans,2216,WR,3,Bishop_Fritz,Time to Throw a Dart-y,74,keeper,,,,47
bishop_sycamore,2025,1256493132464260096,47,47,Brock Bowers,11604,TE,8,Bishop_Ryan,mrhyde02,11,keeper,,,,48
bishop_sycamore,2025,1256493132464260096,48,48,George Kittle,4217,TE,3,Bishop_Fritz,Time to Throw a Dart-y,50,keeper,,,,49
bishop_sycamore,2025,1256493132464260096,49,49,DeVonta Smith,7525,WR,8,Bishop_Ryan,mrhyde02,41,keeper,,,,50
bishop_sycamore,2025,1256493132464260096,50,50,Jordan Addison,9756,WR,3,Bishop_Fritz,Time to Throw a Dart-y,21,keeper,,,,51
bishop_sycamore,2025,1256493132464260096,51,51,George Pickens,8137,WR,8,Bishop_Ryan,mrhyde02,31,keeper,,,,52
bishop_sycamore,2025,1256493132464260096,52,52,Baker Mayfield,4892,QB,11,Bishop_Nobs,Likely Baked,11,keeper,,,,53
bishop_sycamore,2025,1256493132464260096,53,53,Alvin Kamara,4035,RB,8,Bishop_Ryan,mrhyde02,51,keeper,,,,54
bishop_sycamore,2025,1256493132464260096,54,54,Saquon Barkley,4866,RB,11,Bishop_Nobs,Likely Baked,51,keeper,,,,55
bishop_sycamore,2025,1256493132464260096,55,55,Davante Adams,2133,WR,11,Bishop_Nobs,Likely Baked,51,keeper,,,,56
bishop_sycamore,2025,1256493132464260096,56,56,Jakobi Meyers,5947,WR,11,Bishop_Nobs,Likely Baked,37,keeper,,,,57
bishop_sycamore,2025,1256493132464260096,57,57,T.J. Hockenson,5844,TE,11,Bishop_Nobs,Likely Baked,19,keeper,,,,58
bishop_sycamore,2025,1256493132464260096,58,58,Drake London,8112,WR,11,Bishop_Nobs,Likely Baked,31,keeper,,,,59
bishop_sycamore,2025,1256493132464260096,59,59,Jaylen Waddle,7526,WR,5,Bishop_Zach,Tally,41,keeper,,,,60
bishop_sycamore,2025,1256493132464260096,60,60,Caleb Williams,11560,QB,12,Bishop_Cosey,Jcoz15,11,keeper,,,,61
